ARAC_SID,toplam_denetim,olumsuz_denetim,olumlu_denetim,ilk_denetim_tar,son_denetim_tar,OLUMSUZ_ORAN
1,1781,249,1532,2024-01-02,2025-12-31,0.14
2,1662,557,1105,2024-01-03,2025-12-31,0.335
3,1519,331,1188,2024-01-03,2025-12-30,0.218
4,1786,321,1465,2024-01-02,2025-12-31,0.18
5,1530,780,750,2024-01-01,2025-12-30,0.51
6,908,152,756,2024-01-01,2025-12-31,0.167
7,1229,436,793,2024-01-01,2025-12-30,0.355
8,1527,353,1174,2024-01-06,2025-12-31,0.231
9,1220,305,915,2024-01-02,2025-12-31,0.25
10,1218,523,695,2024-01-02,2025-12-31,0.429
11,1162,164,998,2024-01-02,2025-12-31,0.141
12,1430,346,1084,2024-01-02,2025-12-31,0.242
13,1470,410,1060,2024-01-01,2025-12-31,0.279
14,1258,181,1077,2024-01-01,2025-12-31,0.144
15,1456,425,1031,2024-01-02,2025-12-31,0.292
16,1478,351,1127,2024-01-01,2025-12-31,0.237
17,1000,311,689,2024-01-01,2025-12-31,0.311
18,975,270,705,2024-01-02,2025-12-31,0.277
19,941,81,860,2024-01-03,2025-12-31,0.086
20,1027,224,803,2024-01-01,2025-12-30,0.218
21,1282,158,1124,2024-01-02,2025-12-31,0.123
22,1582,357,1225,2024-01-03,2025-12-31,0.226
23,1240,228,1012,2024-01-01,2025-12-31,0.184
24,1459,95,1364,2024-01-03,2025-12-29,0.065
25,1507,174,1333,2024-01-02,2025-12-31,0.115
26,1629,271,1358,2024-01-02,2025-12-31,0.166
27,1560,482,1078,2024-01-01,2025-12-31,0.309
28,1865,811,1054,2024-01-03,2025-12-31,0.435
29,1934,970,964,2024-01-01,2025-12-31,0.502
30,1150,95,1055,2024-01-01,2025-12-31,0.083
31,1181,132,1049,2024-01-14,2025-12-31,0.112
32,1384,133,1251,2024-01-01,2025-12-31,0.096
33,1343,437,906,2024-01-02,2025-12-25,0.325
39,380,226,154,2024-03-26,2025-12-31,0.595
40,500,295,205,2024-01-18,2025-12-31,0.59
41,267,77,190,2024-01-11,2025-12-26,0.288
42,520,277,243,2024-01-05,2025-12-31,0.533
43,97,35,62,2024-02-25,2025-12-26,0.361
44,328,124,204,2024-01-21,2025-12-31,0.378
45,273,114,159,2024-01-27,2025-12-30,0.418
46,305,230,75,2024-02-19,2025-12-26,0.754
47,346,112,234,2024-02-17,2025-12-27,0.324
48,441,280,161,2024-01-13,2025-12-22,0.635
49,1284,240,1044,2024-01-01,2025-12-30,0.187
50,1150,231,919,2024-01-18,2025-12-30,0.201
51,1230,133,1097,2024-01-10,2025-12-31,0.108
52,997,184,813,2024-01-02,2025-12-31,0.185
53,1173,385,788,2024-01-02,2025-12-29,0.328
54,1239,354,885,2024-01-01,2025-12-31,0.286
55,1226,439,787,2024-01-23,2025-12-28,0.358
56,1173,203,970,2024-01-08,2025-12-25,0.173
57,1251,158,1093,2024-01-05,2025-12-28,0.126
60,1228,448,780,2024-02-04,2025-12-31,0.365
63,1317,508,809,2024-01-02,2025-12-31,0.386
64,1312,361,951,2024-01-05,2025-12-30,0.275
65,1295,319,976,2024-01-02,2025-12-26,0.246
66,1191,424,767,2024-01-04,2025-12-26,0.356
67,1077,323,754,2024-01-02,2025-12-31,0.3
68,1218,366,852,2024-01-04,2025-12-31,0.3
69,1142,310,832,2024-01-03,2025-12-31,0.271
70,1196,242,954,2024-01-04,2025-12-31,0.202
71,1224,406,818,2024-01-02,2025-12-31,0.332
72,1212,378,834,2024-01-02,2025-12-31,0.312
73,1162,461,701,2024-01-23,2025-12-31,0.397
74,1190,434,756,2024-01-04,2025-12-31,0.365
75,1135,328,807,2024-01-17,2025-12-29,0.289
76,1101,338,763,2024-01-01,2025-12-31,0.307
77,1144,430,714,2024-01-03,2025-12-27,0.376
78,1153,247,906,2024-01-04,2025-12-31,0.214
79,1112,302,810,2024-01-27,2025-12-31,0.272
80,1214,150,1064,2024-01-02,2025-12-30,0.124
81,1169,232,937,2024-01-02,2025-12-30,0.198
82,1215,520,695,2024-01-14,2025-12-31,0.428
83,1121,373,748,2024-01-31,2025-12-31,0.333
84,1171,147,1024,2024-01-24,2025-12-31,0.126
85,1159,121,1038,2024-01-26,2025-12-31,0.104
86,1101,377,724,2024-01-08,2025-12-31,0.342
87,1149,230,919,2024-02-06,2025-12-30,0.2
89,1104,295,809,2024-01-02,2025-12-31,0.267
90,968,165,803,2024-01-04,2025-12-30,0.17
91,1067,203,864,2024-01-26,2025-12-31,0.19
92,989,400,589,2024-01-20,2025-12-31,0.404
93,982,178,804,2024-01-05,2025-12-30,0.181
94,1051,249,802,2024-01-23,2025-12-31,0.237
95,816,208,608,2024-07-24,2025-12-31,0.255
96,1219,348,871,2024-01-01,2025-12-30,0.285
97,970,246,724,2024-02-02,2025-12-29,0.254
98,1127,377,750,2024-01-19,2025-12-31,0.335
99,1019,345,674,2024-01-01,2025-12-31,0.339
100,1088,357,731,2024-01-10,2025-12-31,0.328
101,1627,182,1445,2024-01-01,2025-12-31,0.112
102,1769,477,1292,2024-01-02,2025-12-31,0.27
103,1750,269,1481,2024-01-02,2025-12-31,0.154
104,2036,182,1854,2024-01-03,2025-12-31,0.089
105,1879,317,1562,2024-01-02,2025-12-31,0.169
106,1934,789,1145,2024-01-01,2025-12-31,0.408
107,1020,282,738,2024-01-02,2025-12-31,0.276
108,1404,474,930,2024-01-02,2025-12-31,0.338
109,1309,276,1033,2024-01-03,2025-12-31,0.211
110,1154,130,1024,2024-01-03,2025-12-31,0.113
111,1400,484,916,2024-01-01,2025-12-31,0.346
112,1412,655,757,2024-01-02,2025-12-30,0.464
113,1635,484,1151,2024-01-01,2025-12-31,0.296
114,1042,123,919,2024-01-03,2025-12-31,0.118
115,1375,263,1112,2024-01-02,2025-12-30,0.191
116,1594,303,1291,2024-01-01,2025-12-31,0.19
117,1464,277,1187,2024-01-02,2025-12-31,0.189
118,973,125,848,2024-01-03,2025-12-30,0.128
119,968,99,869,2024-01-01,2025-12-31,0.102
120,1051,112,939,2024-01-02,2025-12-31,0.107
121,1809,476,1333,2024-01-03,2025-12-31,0.263
122,1244,396,848,2024-01-02,2025-12-30,0.318
123,1537,600,937,2024-01-01,2025-12-31,0.39
124,1347,310,1037,2024-01-01,2025-12-31,0.23
125,1542,173,1369,2024-01-01,2025-12-31,0.112
126,1473,103,1370,2024-01-03,2025-12-29,0.07
127,1029,58,971,2024-01-02,2025-12-31,0.056
128,1643,260,1383,2024-01-01,2025-12-29,0.158
129,1178,207,971,2024-01-01,2025-12-31,0.176
130,183,28,155,2024-02-07,2025-12-31,0.153
131,1311,270,1041,2024-01-02,2025-12-31,0.206
132,1552,512,1040,2024-01-03,2025-12-31,0.33
133,1059,191,868,2024-01-03,2025-12-31,0.18
134,1465,235,1230,2024-01-03,2025-12-31,0.16
135,1595,390,1205,2024-01-01,2025-12-31,0.245
142,418,293,125,2024-02-16,2025-12-25,0.701
143,419,279,140,2024-01-14,2025-12-31,0.666
144,495,311,184,2024-01-08,2025-12-29,0.628
145,695,507,188,2024-01-24,2025-12-31,0.729
146,554,356,198,2024-03-10,2025-12-31,0.643
147,429,182,247,2024-01-22,2025-12-31,0.424
148,416,268,148,2024-06-20,2025-12-30,0.644
149,480,338,142,2024-03-27,2025-12-31,0.704
150,204,98,106,2024-07-24,2025-12-30,0.48
151,515,303,212,2024-01-02,2025-12-30,0.588
152,300,166,134,2024-01-12,2025-12-31,0.553
153,1158,145,1013,2024-01-03,2025-12-30,0.125
154,1092,206,886,2024-01-04,2025-12-30,0.189
155,1156,247,909,2024-01-11,2025-12-31,0.214
156,1250,125,1125,2024-01-01,2025-12-31,0.1
157,907,147,760,2024-01-03,2025-12-31,0.162
158,1025,162,863,2024-01-03,2025-12-31,0.158
159,1011,124,887,2024-01-04,2025-12-31,0.123
160,1245,474,771,2024-01-25,2025-12-31,0.381
161,1247,319,928,2024-02-13,2025-12-31,0.256
162,1244,215,1029,2024-01-13,2025-12-31,0.173
163,1328,238,1090,2024-02-21,2025-12-30,0.179
164,1101,378,723,2024-01-01,2025-12-31,0.343
165,1176,229,947,2024-01-06,2025-12-31,0.195
166,1155,326,829,2024-01-03,2025-12-31,0.282
167,1254,456,798,2024-01-01,2025-12-31,0.364
168,1189,281,908,2024-01-02,2025-12-31,0.236
169,1287,214,1073,2024-01-03,2025-12-31,0.166
170,1240,365,875,2024-01-01,2025-12-31,0.294
171,1307,155,1152,2024-01-04,2025-12-31,0.119
172,1225,290,935,2024-01-08,2025-12-31,0.237
173,1164,368,796,2024-01-09,2025-12-31,0.316
174,1234,393,841,2024-01-02,2025-12-31,0.318
175,1316,543,773,2024-01-01,2025-12-31,0.413
176,1124,250,874,2024-01-02,2025-12-30,0.222
177,2106,223,1883,2024-01-01,2025-12-31,0.106
178,1217,218,999,2024-01-05,2025-12-31,0.179
179,1301,491,810,2024-01-01,2025-12-31,0.377
180,1254,274,980,2024-01-02,2025-12-31,0.219
181,1206,377,829,2024-01-02,2025-12-31,0.313
182,1169,242,927,2024-01-01,2025-12-31,0.207
183,1021,297,724,2024-01-05,2025-12-30,0.291
184,1117,324,793,2024-01-18,2025-12-31,0.29
185,1136,477,659,2024-02-03,2025-12-30,0.42
186,1164,226,938,2024-01-18,2025-12-31,0.194
187,1189,414,775,2024-01-08,2025-12-30,0.348
188,1245,182,1063,2024-01-01,2025-12-30,0.146
189,1056,154,902,2024-01-01,2025-12-31,0.146
190,1048,337,711,2024-01-01,2025-12-31,0.322
191,1160,274,886,2024-01-04,2025-12-28,0.236
192,1071,410,661,2024-01-10,2025-12-30,0.383
193,1190,427,763,2024-01-08,2025-12-31,0.359
194,972,201,771,2024-01-01,2025-12-31,0.207
195,1008,189,819,2024-01-02,2025-12-31,0.188
196,1073,258,815,2024-01-06,2025-12-29,0.24
197,997,241,756,2024-02-21,2025-12-31,0.242
198,1018,376,642,2024-01-10,2025-12-30,0.369
199,1180,441,739,2024-01-03,2025-12-31,0.374
200,1106,322,784,2024-01-04,2025-12-23,0.291
201,1441,144,1297,2024-01-02,2025-12-31,0.1
202,1528,306,1222,2024-01-02,2025-12-31,0.2
203,1493,196,1297,2024-01-08,2025-12-31,0.131
204,1630,104,1526,2024-01-01,2025-12-31,0.064
205,1848,214,1634,2024-01-01,2025-12-31,0.116
206,1536,262,1274,2024-01-04,2025-12-31,0.171
207,1083,111,972,2024-01-01,2025-12-29,0.102
208,1661,381,1280,2024-01-01,2025-12-30,0.229
209,1247,240,1007,2024-01-01,2025-12-31,0.192
210,1540,246,1294,2024-01-05,2025-12-28,0.16
211,1395,128,1267,2024-01-02,2025-12-30,0.092
212,1307,104,1203,2024-01-01,2025-12-28,0.08
213,1301,247,1054,2024-01-01,2025-12-30,0.19
214,959,222,737,2024-01-01,2025-12-30,0.231
215,1067,139,928,2024-01-07,2025-12-31,0.13
216,1991,404,1587,2024-01-01,2025-12-31,0.203
217,995,114,881,2024-01-01,2025-12-31,0.115
218,1273,184,1089,2024-01-03,2025-12-31,0.145
219,904,320,584,2024-01-02,2025-12-31,0.354
220,1177,124,1053,2024-01-02,2025-12-31,0.105
221,1939,247,1692,2024-01-01,2025-12-31,0.127
222,2749,1001,1748,2024-01-02,2025-12-31,0.364
223,1672,339,1333,2024-01-01,2025-12-30,0.203
224,1869,290,1579,2024-01-01,2025-12-31,0.155
225,2771,198,2573,2024-01-01,2025-12-31,0.071
226,899,147,752,2024-01-02,2025-02-28,0.164
227,1310,204,1106,2024-01-01,2025-12-31,0.156
228,790,242,548,2024-01-03,2025-12-30,0.306
229,1517,634,883,2024-01-01,2025-12-31,0.418
230,1439,562,877,2024-01-01,2025-12-31,0.391
231,2069,502,1567,2024-01-01,2025-12-30,0.243
232,1593,335,1258,2024-01-03,2025-12-31,0.21
233,1666,75,1591,2024-01-02,2025-12-31,0.045
237,1623,1106,517,2024-01-13,2025-12-31,0.681
239,1619,341,1278,2024-01-01,2025-12-30,0.211
240,2003,248,1755,2024-01-01,2025-12-31,0.124
241,1904,448,1456,2024-01-01,2025-12-31,0.235
242,1918,306,1612,2024-01-02,2025-12-31,0.16
243,1407,168,1239,2024-01-05,2025-12-31,0.119
244,1827,45,1782,2024-02-04,2025-12-31,0.025
245,1928,248,1680,2024-01-03,2025-12-31,0.129
246,2117,202,1915,2024-01-01,2025-12-31,0.095
247,1762,194,1568,2024-01-04,2025-12-31,0.11
248,1573,179,1394,2024-01-02,2025-12-31,0.114
249,780,22,758,2025-02-28,2025-12-31,0.028
250,2032,320,1712,2024-01-05,2025-12-30,0.157
251,1805,91,1714,2024-01-11,2025-12-31,0.05
252,1507,125,1382,2024-01-17,2025-12-31,0.083
253,1497,53,1444,2024-02-02,2025-12-31,0.035
254,1440,183,1257,2024-01-07,2025-12-31,0.127
255,1519,101,1418,2024-01-18,2025-12-31,0.066
256,1864,53,1811,2024-01-24,2025-12-31,0.028
257,2146,408,1738,2024-01-02,2025-12-31,0.19
258,1477,653,824,2024-01-01,2025-12-31,0.442
259,1406,275,1131,2024-01-01,2025-12-29,0.196
260,970,204,766,2024-01-04,2025-12-31,0.21
261,2365,172,2193,2024-01-01,2025-12-31,0.073
262,1662,68,1594,2024-01-03,2025-12-31,0.041
263,2017,156,1861,2024-01-01,2025-12-30,0.077
264,1369,141,1228,2024-01-01,2025-12-31,0.103
265,795,283,512,2024-01-04,2025-12-30,0.356
266,1532,171,1361,2024-01-04,2025-12-31,0.112
267,823,227,596,2024-01-01,2025-12-31,0.276
268,1936,276,1660,2024-01-01,2025-12-31,0.143
269,2370,461,1909,2024-01-01,2025-12-31,0.195
270,1645,33,1612,2024-01-23,2025-12-31,0.02
271,1742,64,1678,2024-01-04,2025-12-30,0.037
272,1099,220,879,2024-01-07,2025-12-30,0.2
273,1003,332,671,2024-01-01,2025-12-31,0.331
274,1461,125,1336,2024-01-07,2025-12-31,0.086
275,2512,178,2334,2024-01-01,2025-12-31,0.071
276,1432,486,946,2024-01-01,2025-12-31,0.339
277,813,163,650,2024-01-01,2025-12-31,0.2
278,1268,333,935,2024-06-28,2025-12-31,0.263
279,1415,415,1000,2024-01-01,2025-12-31,0.293
280,912,508,404,2024-01-01,2025-12-29,0.557
281,767,361,406,2024-01-03,2025-12-28,0.471
282,1661,245,1416,2024-01-01,2025-12-30,0.148
283,1224,402,822,2024-01-02,2025-12-31,0.328
284,1177,288,889,2024-01-01,2025-12-31,0.245
285,1516,470,1046,2024-01-01,2025-12-31,0.31
286,1562,47,1515,2024-02-02,2025-12-31,0.03
287,2234,353,1881,2024-01-01,2025-12-31,0.158
288,1125,130,995,2024-01-02,2025-12-31,0.116
289,1501,142,1359,2024-01-02,2025-12-31,0.095
290,1643,75,1568,2024-01-28,2025-12-31,0.046
291,1706,149,1557,2024-01-01,2025-12-31,0.087
292,1687,139,1548,2024-01-08,2025-12-31,0.082
293,2465,179,2286,2024-01-01,2025-12-31,0.073
294,2098,145,1953,2024-01-01,2025-12-31,0.069
295,1531,233,1298,2024-01-01,2025-12-31,0.152
301,1727,168,1559,2024-01-01,2025-12-31,0.097
302,1102,125,977,2024-01-01,2025-12-31,0.113
303,931,269,662,2024-01-01,2025-12-28,0.289
304,1456,158,1298,2024-01-01,2025-12-31,0.109
305,1660,135,1525,2024-01-01,2025-12-31,0.081
306,1959,343,1616,2024-01-01,2025-12-31,0.175
307,2308,76,2232,2024-01-01,2025-12-31,0.033
308,1914,52,1862,2024-01-24,2025-12-31,0.027
309,1250,202,1048,2024-01-07,2025-12-31,0.162
310,1458,156,1302,2024-01-01,2025-12-31,0.107
311,1336,143,1193,2024-01-01,2025-12-31,0.107
312,1979,391,1588,2024-01-01,2025-12-31,0.198
313,1490,232,1258,2024-01-02,2025-12-31,0.156
314,1456,165,1291,2024-01-06,2025-12-31,0.113
315,1150,182,968,2024-01-01,2025-12-31,0.158
316,1502,205,1297,2024-01-02,2025-12-31,0.136
317,972,71,901,2024-01-01,2025-03-08,0.073
318,1802,230,1572,2024-01-01,2025-12-31,0.128
319,1609,260,1349,2024-01-02,2025-12-31,0.162
320,1518,171,1347,2024-01-02,2025-12-31,0.113
321,1279,143,1136,2024-01-02,2025-12-30,0.112
322,2447,785,1662,2024-01-01,2025-12-31,0.321
323,1463,526,937,2024-01-02,2025-12-31,0.36
324,2413,184,2229,2024-01-03,2025-12-31,0.076
325,1023,226,797,2024-01-18,2025-12-31,0.221
326,1304,358,946,2024-01-01,2025-12-31,0.275
327,1581,294,1287,2024-01-15,2025-12-31,0.186
328,1988,271,1717,2024-01-01,2025-12-31,0.136
329,1927,310,1617,2024-01-01,2025-12-31,0.161
330,1931,226,1705,2024-01-01,2025-12-31,0.117
331,1526,233,1293,2024-01-01,2025-12-30,0.153
332,1647,209,1438,2024-01-01,2025-12-24,0.127
333,1925,224,1701,2024-01-03,2025-12-31,0.116
334,2326,971,1355,2024-01-02,2025-12-31,0.417
335,822,272,550,2024-01-01,2025-12-31,0.331
336,1145,328,817,2024-01-01,2025-12-30,0.286
337,1559,405,1154,2024-01-01,2025-12-31,0.26
338,1451,623,828,2024-01-01,2025-12-31,0.429
339,1166,443,723,2024-01-01,2025-12-31,0.38
340,1851,336,1515,2024-01-03,2025-12-31,0.182
341,1664,911,753,2024-01-01,2025-12-31,0.547
342,1587,802,785,2024-01-02,2025-12-31,0.505
343,1326,125,1201,2024-01-01,2025-12-31,0.094
344,1583,263,1320,2024-01-01,2025-12-26,0.166
345,2579,316,2263,2024-01-03,2025-12-31,0.123
346,2423,359,2064,2024-01-01,2025-12-30,0.148
347,1293,157,1136,2024-01-04,2025-12-31,0.121
352,1426,297,1129,2024-01-01,2025-12-28,0.208
353,810,90,720,2024-01-01,2025-12-29,0.111
354,1747,248,1499,2024-01-01,2025-12-30,0.142
355,2100,563,1537,2024-01-02,2025-12-31,0.268
356,1186,156,1030,2024-01-18,2025-12-31,0.132
357,1961,122,1839,2024-01-08,2025-12-31,0.062
358,2041,513,1528,2024-01-01,2025-12-31,0.251
359,1620,330,1290,2024-01-08,2025-12-31,0.204
360,1225,284,941,2024-01-01,2025-12-31,0.232
361,1121,284,837,2024-01-01,2025-12-31,0.253
362,1747,328,1419,2024-01-16,2025-12-31,0.188
363,1908,299,1609,2024-01-01,2025-12-31,0.157
364,1546,59,1487,2024-01-02,2025-12-31,0.038
365,1254,38,1216,2024-01-02,2025-12-31,0.03
366,1480,104,1376,2024-01-25,2025-12-31,0.07
367,1590,44,1546,2024-01-10,2025-12-29,0.028
368,852,62,790,2024-01-20,2025-12-31,0.073
369,1496,58,1438,2024-01-19,2025-12-31,0.039
370,1708,104,1604,2024-01-02,2025-12-31,0.061
371,2272,363,1909,2024-01-09,2025-12-31,0.16
372,1825,312,1513,2024-01-01,2025-12-31,0.171
373,1640,370,1270,2024-01-01,2025-12-31,0.226
374,965,303,662,2024-01-01,2025-12-31,0.314
375,1547,284,1263,2024-01-05,2025-12-30,0.184
376,1594,382,1212,2024-01-01,2025-12-29,0.24
377,2113,114,1999,2024-01-01,2025-12-31,0.054
378,1940,322,1618,2024-01-03,2025-12-31,0.166
379,2319,584,1735,2024-01-01,2025-12-31,0.252
380,2370,418,1952,2024-01-01,2025-12-31,0.176
381,1705,91,1614,2024-01-21,2025-12-31,0.053
382,1578,52,1526,2024-02-04,2025-12-31,0.033
383,1817,201,1616,2024-01-10,2025-12-31,0.111
384,1562,390,1172,2024-01-01,2025-12-31,0.25
385,1836,226,1610,2024-01-02,2025-12-31,0.123
386,1483,96,1387,2024-01-08,2025-12-31,0.065
387,1396,429,967,2024-01-01,2025-12-31,0.307
388,1972,349,1623,2024-01-02,2025-12-31,0.177
389,1125,233,892,2024-01-01,2025-12-31,0.207
390,1619,457,1162,2024-02-15,2025-12-31,0.282
391,2017,533,1484,2024-01-03,2025-12-31,0.264
392,1949,382,1567,2024-01-01,2025-12-31,0.196
393,1301,367,934,2024-01-01,2025-12-31,0.282
394,354,68,286,2024-01-07,2025-12-31,0.192
395,1714,127,1587,2024-01-01,2025-12-31,0.074
396,1529,470,1059,2024-01-02,2025-12-31,0.307
397,1110,434,676,2024-01-07,2025-09-04,0.391
398,1721,499,1222,2024-01-01,2025-12-31,0.29
399,2156,144,2012,2024-01-01,2025-12-31,0.067
400,1458,164,1294,2024-01-01,2025-12-31,0.112
401,1470,161,1309,2024-01-02,2025-12-31,0.11
402,1395,37,1358,2024-01-05,2025-12-31,0.027
403,1494,160,1334,2024-01-10,2025-12-31,0.107
404,513,61,452,2025-01-30,2025-12-31,0.119
405,1562,381,1181,2024-03-05,2025-12-31,0.244
420,253,87,166,2024-01-18,2025-12-27,0.344
421,1055,387,668,2024-01-01,2025-12-31,0.367
422,793,180,613,2024-01-02,2025-12-30,0.227
423,622,119,503,2024-01-11,2025-12-30,0.191
424,1488,732,756,2024-03-18,2025-12-16,0.492
425,1079,248,831,2024-01-01,2025-12-31,0.23
426,84,61,23,2024-05-20,2025-07-29,0.726
427,2167,553,1614,2024-01-01,2025-12-31,0.255
428,1165,243,922,2024-01-20,2025-12-31,0.209
429,1214,240,974,2024-01-06,2025-12-31,0.198
430,1151,266,885,2024-01-09,2025-12-31,0.231
431,1058,237,821,2024-01-09,2025-12-31,0.224
432,956,124,832,2024-01-15,2025-12-25,0.13
433,1070,376,694,2024-01-01,2025-12-31,0.351
434,976,316,660,2024-01-04,2025-12-31,0.324
435,1140,330,810,2024-01-06,2025-12-31,0.289
436,1338,367,971,2024-01-04,2025-12-31,0.274
437,742,37,705,2024-01-12,2025-12-31,0.05
438,781,67,714,2024-01-13,2025-12-31,0.086
439,1230,396,834,2024-01-03,2025-12-31,0.322
440,965,71,894,2024-01-12,2025-12-31,0.074
441,1837,84,1753,2024-01-01,2025-12-31,0.046
442,1148,372,776,2024-01-03,2025-12-30,0.324
445,1141,59,1082,2024-01-01,2025-12-31,0.052
446,1859,97,1762,2024-01-01,2025-12-31,0.052
447,1820,1030,790,2024-01-02,2025-12-31,0.566
448,1799,475,1324,2024-02-19,2025-12-31,0.264
449,1245,324,921,2024-01-07,2025-12-31,0.26
450,1301,476,825,2024-01-05,2025-12-31,0.366
451,1414,389,1025,2024-01-03,2025-12-31,0.275
452,1201,320,881,2024-01-01,2025-12-31,0.266
453,861,239,622,2024-01-02,2025-12-31,0.278
454,796,283,513,2025-01-05,2025-12-31,0.356
455,1386,368,1018,2024-01-14,2025-12-31,0.266
456,1780,911,869,2024-01-01,2025-12-31,0.512
457,1511,476,1035,2024-01-01,2025-12-31,0.315
458,1661,389,1272,2024-02-25,2025-12-31,0.234
459,1432,129,1303,2024-02-12,2025-12-31,0.09
460,1513,13,1500,2024-01-07,2025-12-31,0.009
461,1429,144,1285,2024-01-04,2025-12-30,0.101
462,1360,175,1185,2024-01-08,2025-12-31,0.129
463,1542,122,1420,2024-01-02,2025-12-31,0.079
464,1391,217,1174,2024-01-04,2025-12-31,0.156
465,1495,99,1396,2024-01-03,2025-12-31,0.066
466,2339,585,1754,2024-01-02,2025-12-30,0.25
467,1704,242,1462,2024-01-02,2025-12-28,0.142
468,1181,292,889,2024-01-09,2025-12-31,0.247
469,2210,660,1550,2024-01-07,2025-12-31,0.299
470,2101,620,1481,2024-01-01,2025-12-31,0.295
471,1871,141,1730,2024-01-01,2025-12-31,0.075
472,2325,607,1718,2024-01-06,2025-12-31,0.261
473,2469,212,2257,2024-01-04,2025-12-31,0.086
474,1870,344,1526,2024-01-01,2025-12-31,0.184
475,1511,385,1126,2024-01-01,2025-12-31,0.255
476,1411,96,1315,2024-01-02,2025-12-31,0.068
477,1362,541,821,2024-01-01,2025-12-30,0.397
478,2152,138,2014,2024-01-01,2025-12-31,0.064
479,1073,217,856,2024-01-01,2025-12-31,0.202
480,1472,313,1159,2024-01-02,2025-12-31,0.213
481,2014,260,1754,2024-01-01,2025-12-29,0.129
482,1507,141,1366,2024-01-01,2025-12-31,0.094
483,2971,429,2542,2024-01-01,2025-12-31,0.144
484,1114,161,953,2024-01-02,2025-12-31,0.145
485,1546,640,906,2024-01-01,2025-12-31,0.414
486,1492,77,1415,2024-01-02,2025-12-31,0.052
487,522,132,390,2024-01-01,2025-12-31,0.253
488,1997,181,1816,2024-01-01,2025-12-31,0.091
489,2523,103,2420,2024-01-01,2025-12-31,0.041
490,1233,284,949,2024-01-03,2025-12-29,0.23
491,1945,180,1765,2024-01-02,2025-12-31,0.093
492,1267,260,1007,2024-01-01,2025-12-31,0.205
493,982,90,892,2024-01-02,2025-12-31,0.092
494,2124,766,1358,2024-01-01,2025-12-31,0.361
495,2401,351,2050,2024-01-01,2025-12-31,0.146
496,1330,740,590,2024-01-01,2025-12-30,0.556
497,2375,402,1973,2024-01-05,2025-12-31,0.169
498,1078,346,732,2024-01-01,2025-12-31,0.321
499,2745,492,2253,2024-01-01,2025-12-31,0.179
500,2082,483,1599,2024-01-04,2025-12-31,0.232
540,1770,1022,748,2024-01-02,2025-12-29,0.577
543,528,247,281,2024-01-06,2025-12-29,0.468
544,1170,116,1054,2024-01-06,2025-12-19,0.099
545,1273,345,928,2024-01-01,2025-12-31,0.271
546,1280,282,998,2024-01-02,2025-12-30,0.22
547,1365,387,978,2024-01-16,2025-12-31,0.284
548,1198,170,1028,2024-01-01,2025-12-31,0.142
549,1068,361,707,2024-01-08,2025-12-30,0.338
550,977,298,679,2024-01-10,2025-12-31,0.305
551,1296,379,917,2024-01-19,2025-12-31,0.292
552,925,61,864,2024-01-09,2025-12-31,0.066
553,923,145,778,2024-01-04,2025-12-30,0.157
554,1416,504,912,2024-01-02,2025-12-31,0.356
556,1085,115,970,2024-01-01,2025-12-31,0.106
557,1219,95,1124,2024-01-01,2025-12-31,0.078
558,1744,253,1491,2024-01-01,2025-12-30,0.145
559,1443,84,1359,2024-01-02,2025-12-31,0.058
560,1387,482,905,2024-01-01,2025-12-31,0.348
561,1027,362,665,2024-03-01,2025-12-31,0.352
562,1308,399,909,2024-01-02,2025-12-31,0.305
563,1214,303,911,2024-01-02,2025-12-31,0.25
564,1228,345,883,2024-01-02,2025-12-31,0.281
565,1582,308,1274,2024-01-09,2025-12-31,0.195
566,727,266,461,2024-01-02,2025-12-31,0.366
567,1140,479,661,2024-01-02,2025-12-31,0.42
568,1650,280,1370,2024-01-08,2025-12-31,0.17
569,1741,451,1290,2024-01-01,2025-12-31,0.259
570,1493,505,988,2024-01-03,2025-12-31,0.338
571,922,154,768,2024-05-19,2025-12-29,0.167
572,1331,183,1148,2024-01-01,2025-12-31,0.137
573,1189,171,1018,2024-01-01,2025-12-31,0.144
574,1439,32,1407,2024-01-10,2025-12-31,0.022
575,1368,84,1284,2024-02-02,2025-12-31,0.061
576,1465,225,1240,2024-01-02,2025-12-30,0.154
577,1443,142,1301,2024-01-09,2025-12-31,0.098
578,1477,103,1374,2024-02-04,2025-12-31,0.07
579,2517,245,2272,2024-01-01,2025-12-31,0.097
580,1557,266,1291,2024-01-01,2025-12-31,0.171
581,1126,166,960,2024-01-01,2025-12-30,0.147
582,1419,31,1388,2024-02-02,2025-12-31,0.022
583,1689,52,1637,2024-01-17,2025-12-31,0.031
584,1796,371,1425,2024-01-01,2025-12-31,0.207
585,1207,174,1033,2024-01-01,2025-12-31,0.144
586,2517,257,2260,2024-01-02,2025-12-30,0.102
587,1593,444,1149,2024-01-02,2025-12-31,0.279
588,1841,324,1517,2024-01-07,2025-12-31,0.176
