SIDARAC,marka,arac_yasi,yakitturu,garaj_ilce,RF_ARIZA_SKORU,RF_RISK_ETIKETI,RF_ARIZA_OLASILIGI,RİSK_SEVİYESİ,HEDEF_ARIZA_30GUN
6438.0,NAN,8.0,NAN,,18.7,🟢 Düşük,0.18693894812407094,🟠 ORTA-YÜKSEK,0
6444.0,NAN,9.0,NAN,,7.3,🟢 Düşük,0.07337627441088915,🟠 ORTA-YÜKSEK,0
6445.0,NAN,7.0,NAN,,33.2,🟡 Orta,0.33174745093427466,🟠 ORTA-YÜKSEK,1
6446.0,NAN,8.0,NAN,,37.8,🟡 Orta,0.3776725801479106,🟠 ORTA-YÜKSEK,1
6447.0,NAN,1.0,NAN,,16.0,🟢 Düşük,0.15958757518184388,🟠 ORTA-YÜKSEK,0
6448.0,NAN,4.0,NAN,,17.9,🟢 Düşük,0.17915017374919387,🟠 ORTA-YÜKSEK,0
6449.0,NAN,8.0,NAN,,8.7,🟢 Düşük,0.08701820000830487,🟠 ORTA-YÜKSEK,0
6450.0,NAN,6.0,NAN,,37.8,🟡 Orta,0.37842440947417705,🟠 ORTA-YÜKSEK,1
6451.0,NAN,2.0,NAN,,11.0,🟢 Düşük,0.11023773680790973,🟠 ORTA-YÜKSEK,0
6452.0,NAN,8.0,NAN,,16.5,🟢 Düşük,0.16541776403027827,🟠 ORTA-YÜKSEK,1
6453.0,NAN,2.0,NAN,,20.4,🟢 Düşük,0.204092427617928,🟠 ORTA-YÜKSEK,0
6454.0,NAN,3.0,NAN,,17.9,🟢 Düşük,0.17890942365457324,🟠 ORTA-YÜKSEK,0
6455.0,NAN,3.0,NAN,,20.2,🟢 Düşük,0.20156525410385043,🟠 ORTA-YÜKSEK,1
6456.0,NAN,10.0,NAN,,23.0,🟢 Düşük,0.22991767970950636,🟠 ORTA-YÜKSEK,0
6457.0,NAN,3.0,NAN,,9.7,🟢 Düşük,0.09733229001870303,🟠 ORTA-YÜKSEK,0
6458.0,NAN,9.0,NAN,,16.3,🟢 Düşük,0.16292733803520756,🟠 ORTA-YÜKSEK,0
6459.0,NAN,7.0,NAN,,27.3,🟡 Orta,0.27287954694519656,🟠 ORTA-YÜKSEK,0
6460.0,NAN,11.0,NAN,,41.4,🟡 Orta,0.41361162720973793,🟠 ORTA-YÜKSEK,1
6461.0,NAN,11.0,NAN,,23.5,🟢 Düşük,0.23531037268033686,🟠 ORTA-YÜKSEK,0
6462.0,NAN,2.0,NAN,,39.2,🟡 Orta,0.392018792309892,🟠 ORTA-YÜKSEK,1
6463.0,NAN,1.0,NAN,,28.2,🟡 Orta,0.2819312867216051,🟠 ORTA-YÜKSEK,1
6464.0,NAN,14.0,NAN,,40.7,🟡 Orta,0.4073181050402481,🟠 ORTA-YÜKSEK,1
6465.0,NAN,0.0,NAN,,12.7,🟢 Düşük,0.12716885980738757,🟠 ORTA-YÜKSEK,0
6466.0,NAN,0.0,NAN,,7.6,🟢 Düşük,0.0758945981876895,🟠 ORTA-YÜKSEK,0
6467.0,NAN,3.0,NAN,,39.9,🟡 Orta,0.39869447075040126,🟠 ORTA-YÜKSEK,1
6468.0,NAN,9.0,NAN,,20.3,🟢 Düşük,0.2030900105447135,🟠 ORTA-YÜKSEK,0
6469.0,NAN,12.0,NAN,,14.9,🟢 Düşük,0.14906106300575728,🟠 ORTA-YÜKSEK,0
6470.0,NAN,9.0,NAN,,27.1,🟡 Orta,0.2705443929450957,🟠 ORTA-YÜKSEK,0
6471.0,NAN,12.0,NAN,,31.1,🟡 Orta,0.31142424921167583,🟠 ORTA-YÜKSEK,1
6472.0,NAN,8.0,NAN,,17.4,🟢 Düşük,0.17390230185266753,🟠 ORTA-YÜKSEK,0
6473.0,NAN,8.0,NAN,,14.4,🟢 Düşük,0.14444831730591293,🟠 ORTA-YÜKSEK,0
6474.0,NAN,8.0,NAN,,22.5,🟢 Düşük,0.22475628408879608,🟠 ORTA-YÜKSEK,0
6475.0,NAN,8.0,NAN,,30.8,🟡 Orta,0.3076773466061204,🟠 ORTA-YÜKSEK,0
6476.0,NAN,13.0,NAN,,36.2,🟡 Orta,0.36224123617587106,🟠 ORTA-YÜKSEK,1
6477.0,NAN,12.0,NAN,,53.4,🟠 Yüksek,0.5335622361246277,🟠 ORTA-YÜKSEK,1
6478.0,NAN,2.0,NAN,,72.2,🟠 Yüksek,0.7215270108298575,🟠 ORTA-YÜKSEK,1
6479.0,NAN,11.0,NAN,,19.1,🟢 Düşük,0.1908574306937611,🟠 ORTA-YÜKSEK,0
6480.0,NAN,13.0,NAN,,76.7,🔴 Kritik,0.7671823070866897,🟠 ORTA-YÜKSEK,1
6481.0,NAN,8.0,NAN,,10.1,🟢 Düşük,0.10123428388112117,🟠 ORTA-YÜKSEK,0
6482.0,NAN,8.0,NAN,,15.9,🟢 Düşük,0.15937923202764429,🟠 ORTA-YÜKSEK,0
6483.0,NAN,10.0,NAN,,21.8,🟢 Düşük,0.21825357833427506,🟠 ORTA-YÜKSEK,0
6484.0,NAN,11.0,NAN,,48.7,🟡 Orta,0.487276653126855,🟠 ORTA-YÜKSEK,0
6485.0,NAN,8.0,NAN,,2.1,🟢 Düşük,0.02064234542421274,🟠 ORTA-YÜKSEK,0
6486.0,NAN,1.0,NAN,,24.7,🟢 Düşük,0.2473542106200568,🟠 ORTA-YÜKSEK,0
6487.0,NAN,12.0,NAN,,11.4,🟢 Düşük,0.11368307045022526,🟠 ORTA-YÜKSEK,0
6488.0,NAN,0.0,NAN,,16.8,🟢 Düşük,0.16809703782149174,🟠 ORTA-YÜKSEK,0
6489.0,NAN,10.0,NAN,,2.9,🟢 Düşük,0.02937872373741744,🟠 ORTA-YÜKSEK,0
6490.0,NAN,0.0,NAN,,14.4,🟢 Düşük,0.1444638944710022,🟠 ORTA-YÜKSEK,0
6491.0,NAN,13.0,NAN,,14.4,🟢 Düşük,0.14357376414693435,🟠 ORTA-YÜKSEK,0
6492.0,NAN,14.0,NAN,,10.4,🟢 Düşük,0.10413641152381757,🟠 ORTA-YÜKSEK,0
6493.0,NAN,10.0,NAN,,4.3,🟢 Düşük,0.043207532319589105,🟠 ORTA-YÜKSEK,0
6494.0,NAN,14.0,NAN,,27.0,🟡 Orta,0.2700866452394635,🟠 ORTA-YÜKSEK,0
6495.0,NAN,10.0,NAN,,18.2,🟢 Düşük,0.18243249256319985,🟠 ORTA-YÜKSEK,0
6496.0,NAN,13.0,NAN,,45.3,🟡 Orta,0.45294848141797667,🟠 ORTA-YÜKSEK,1
6497.0,NAN,13.0,NAN,Küçükçekmece,38.9,🟡 Orta,0.38919414048001694,🟠 ORTA-YÜKSEK,1
6498.0,NAN,8.0,NAN,,19.0,🟢 Düşük,0.18952710264798042,🟠 ORTA-YÜKSEK,0
6499.0,NAN,12.0,NAN,,30.6,🟡 Orta,0.3055734871534985,🔴 YÜKSEK RİSK,0
6500.0,NAN,12.0,NAN,,32.3,🟡 Orta,0.3225857397748517,🟠 ORTA-YÜKSEK,0
6501.0,NAN,10.0,NAN,,31.9,🟡 Orta,0.31934607689065664,🟠 ORTA-YÜKSEK,1
6502.0,NAN,11.0,NAN,,43.0,🟡 Orta,0.4303865844894712,🟠 ORTA-YÜKSEK,1
6504.0,NAN,9.0,NAN,,19.8,🟢 Düşük,0.19765829488818035,🟠 ORTA-YÜKSEK,0
6505.0,NAN,13.0,NAN,,53.3,🟠 Yüksek,0.5326255188181822,🟠 ORTA-YÜKSEK,1
6506.0,NAN,10.0,NAN,,18.9,🟢 Düşük,0.18856879233539814,🟠 ORTA-YÜKSEK,0
6507.0,NAN,10.0,NAN,,27.4,🟡 Orta,0.27394105940264163,🟠 ORTA-YÜKSEK,0
6508.0,NAN,9.0,NAN,,20.0,🟢 Düşük,0.19975098320650728,🟠 ORTA-YÜKSEK,0
6509.0,NAN,14.0,NAN,,52.3,🟠 Yüksek,0.5232420941630008,🟠 ORTA-YÜKSEK,1
6510.0,NAN,10.0,NAN,,18.0,🟢 Düşük,0.18049182754323334,🟠 ORTA-YÜKSEK,0
6511.0,NAN,12.0,NAN,,21.7,🟢 Düşük,0.21664784493275463,🟠 ORTA-YÜKSEK,0
6512.0,NAN,5.0,NAN,,58.3,🟠 Yüksek,0.5834427621752938,🟠 ORTA-YÜKSEK,1
6513.0,NAN,10.0,NAN,,5.9,🟢 Düşük,0.058551940511246243,🟠 ORTA-YÜKSEK,0
6514.0,NAN,10.0,NAN,,7.6,🟢 Düşük,0.07625197654770015,🟠 ORTA-YÜKSEK,0
6515.0,NAN,10.0,NAN,,54.2,🟠 Yüksek,0.5422851831549044,🟠 ORTA-YÜKSEK,1
6516.0,NAN,8.0,NAN,,6.0,🟢 Düşük,0.05987891870092996,🟠 ORTA-YÜKSEK,0
6517.0,NAN,9.0,NAN,,9.8,🟢 Düşük,0.09805421455547927,🟠 ORTA-YÜKSEK,0
6518.0,NAN,1.0,NAN,,6.9,🟢 Düşük,0.06936851184607035,🟠 ORTA-YÜKSEK,0
6519.0,NAN,9.0,NAN,,13.4,🟢 Düşük,0.134329247181821,🟠 ORTA-YÜKSEK,0
6520.0,NAN,12.0,NAN,,3.7,🟢 Düşük,0.037497610998413256,🟠 ORTA-YÜKSEK,0
6521.0,NAN,2.0,NAN,,38.1,🟡 Orta,0.3813252191144249,🟠 ORTA-YÜKSEK,1
6522.0,NAN,0.0,NAN,,16.9,🟢 Düşük,0.1692177765100795,🟠 ORTA-YÜKSEK,0
6523.0,NAN,0.0,NAN,,2.6,🟢 Düşük,0.025748772526563046,🟠 ORTA-YÜKSEK,0
6524.0,NAN,0.0,NAN,,32.9,🟡 Orta,0.32948686693155826,🟠 ORTA-YÜKSEK,0
6525.0,NAN,12.0,NAN,,73.3,🟠 Yüksek,0.7326670061909815,🟠 ORTA-YÜKSEK,1
6526.0,NAN,8.0,NAN,,17.8,🟢 Düşük,0.17804981618333135,🟠 ORTA-YÜKSEK,0
6527.0,NAN,0.0,NAN,,16.5,🟢 Düşük,0.16458757171377378,🟠 ORTA-YÜKSEK,0
6528.0,NAN,12.0,NAN,,13.9,🟢 Düşük,0.1388717020156983,🟠 ORTA-YÜKSEK,0
6529.0,NAN,12.0,NAN,,44.4,🟡 Orta,0.4443542109504234,🟠 ORTA-YÜKSEK,1
6530.0,NAN,12.0,NAN,,19.8,🟢 Düşük,0.19750140068800767,🟠 ORTA-YÜKSEK,0
6531.0,NAN,11.0,NAN,,26.2,🟡 Orta,0.2619656706661677,🟠 ORTA-YÜKSEK,0
6532.0,NAN,10.0,NAN,,51.8,🟠 Yüksek,0.517728133072373,🟠 ORTA-YÜKSEK,1
6533.0,NAN,10.0,NAN,,59.6,🟠 Yüksek,0.5962681875574023,🟠 ORTA-YÜKSEK,1
6534.0,NAN,0.0,NAN,,18.9,🟢 Düşük,0.18911494379323077,🟠 ORTA-YÜKSEK,0
6535.0,NAN,7.0,NAN,,44.6,🟡 Orta,0.44637689825376986,🟠 ORTA-YÜKSEK,1
6536.0,NAN,12.0,NAN,,26.4,🟡 Orta,0.263607674269065,🟠 ORTA-YÜKSEK,0
6537.0,NAN,7.0,NAN,,10.9,🟢 Düşük,0.10881848299199456,🟠 ORTA-YÜKSEK,0
6538.0,NAN,8.0,NAN,,18.5,🟢 Düşük,0.18504359037692628,🟠 ORTA-YÜKSEK,0
6539.0,NAN,14.0,NAN,,11.5,🟢 Düşük,0.11467891374072359,🟠 ORTA-YÜKSEK,0
6540.0,NAN,10.0,NAN,,39.2,🟡 Orta,0.3918189844981109,🟠 ORTA-YÜKSEK,1
6541.0,NAN,10.0,NAN,,13.1,🟢 Düşük,0.1313755430871526,🟠 ORTA-YÜKSEK,1
6542.0,NAN,8.0,NAN,,12.3,🟢 Düşük,0.12275841227002009,🟠 ORTA-YÜKSEK,0
6543.0,NAN,0.0,NAN,,13.4,🟢 Düşük,0.1336889401333297,🟠 ORTA-YÜKSEK,0
6544.0,NAN,13.0,NAN,,34.0,🟡 Orta,0.3395363097179932,🟠 ORTA-YÜKSEK,1
6545.0,NAN,0.0,NAN,,18.0,🟢 Düşük,0.1801441996026122,🟠 ORTA-YÜKSEK,0
6548.0,NAN,13.0,NAN,,29.6,🟡 Orta,0.29553329211577767,🟠 ORTA-YÜKSEK,0
6549.0,NAN,13.0,NAN,,28.5,🟡 Orta,0.2846200707020677,🟠 ORTA-YÜKSEK,0
6550.0,NAN,8.0,NAN,,16.7,🟢 Düşük,0.16742570715449973,🟠 ORTA-YÜKSEK,0
6551.0,NAN,13.0,NAN,,78.8,🔴 Kritik,0.7882548881135856,🟠 ORTA-YÜKSEK,1
6552.0,NAN,10.0,NAN,,48.7,🟡 Orta,0.4870411214819855,🟠 ORTA-YÜKSEK,1
6553.0,NAN,1.0,NAN,,5.3,🟢 Düşük,0.05324249003670624,🟠 ORTA-YÜKSEK,0
6555.0,NAN,12.0,NAN,,54.9,🟠 Yüksek,0.5489963253717597,🟠 ORTA-YÜKSEK,1
6556.0,NAN,13.0,NAN,,39.9,🟡 Orta,0.39892373640884216,🟠 ORTA-YÜKSEK,1
6557.0,NAN,8.0,NAN,,21.6,🟢 Düşük,0.21575534497176793,🟠 ORTA-YÜKSEK,1
6558.0,NAN,12.0,NAN,,23.8,🟢 Düşük,0.23832354086780627,🟠 ORTA-YÜKSEK,0
6559.0,NAN,8.0,NAN,,28.6,🟡 Orta,0.28560044936387535,🟠 ORTA-YÜKSEK,0
6560.0,NAN,7.0,NAN,,15.2,🟢 Düşük,0.15213951360379796,🟠 ORTA-YÜKSEK,1
6561.0,NAN,13.0,NAN,,39.6,🟡 Orta,0.39553248920746126,🟠 ORTA-YÜKSEK,1
6562.0,NAN,10.0,NAN,,10.8,🟢 Düşük,0.10818693285345342,🟠 ORTA-YÜKSEK,0
6563.0,NAN,8.0,NAN,,31.8,🟡 Orta,0.31818126986570466,🟠 ORTA-YÜKSEK,0
6564.0,NAN,13.0,NAN,,46.4,🟡 Orta,0.4636190836863589,🟠 ORTA-YÜKSEK,1
6565.0,NAN,8.0,NAN,,3.9,🟢 Düşük,0.03876980316062095,🟠 ORTA-YÜKSEK,0
6566.0,NAN,12.0,NAN,,26.6,🟡 Orta,0.26629024037168425,🟠 ORTA-YÜKSEK,0
6567.0,NAN,0.0,NAN,,11.7,🟢 Düşük,0.11667239401190672,🟠 ORTA-YÜKSEK,0
6568.0,NAN,0.0,NAN,,11.2,🟢 Düşük,0.11246839640209182,🟠 ORTA-YÜKSEK,0
6569.0,NAN,8.0,NAN,,17.9,🟢 Düşük,0.17871356023479323,🟠 ORTA-YÜKSEK,0
6570.0,NAN,6.0,NAN,,20.8,🟢 Düşük,0.20793743782101612,🟠 ORTA-YÜKSEK,0
6571.0,NAN,12.0,NAN,,31.5,🟡 Orta,0.3147924752927256,🟠 ORTA-YÜKSEK,0
6572.0,NAN,12.0,NAN,,31.7,🟡 Orta,0.31737143252916133,🟠 ORTA-YÜKSEK,1
6573.0,NAN,11.0,NAN,,23.7,🟢 Düşük,0.2369891551164545,🟠 ORTA-YÜKSEK,0
6574.0,NAN,13.0,NAN,,40.7,🟡 Orta,0.4073858598184497,🟠 ORTA-YÜKSEK,1
6575.0,NAN,0.0,NAN,,6.5,🟢 Düşük,0.06492263789357385,🟠 ORTA-YÜKSEK,0
6576.0,NAN,11.0,NAN,,9.7,🟢 Düşük,0.0971402587095142,🟠 ORTA-YÜKSEK,0
6577.0,NAN,0.0,NAN,,13.8,🟢 Düşük,0.13761719147216592,🟠 ORTA-YÜKSEK,0
6579.0,NAN,0.0,NAN,,76.4,🔴 Kritik,0.7638297834087724,🟠 ORTA-YÜKSEK,1
6580.0,NAN,12.0,NAN,,33.0,🟡 Orta,0.3298577204498814,🟠 ORTA-YÜKSEK,1
6581.0,NAN,13.0,NAN,,32.8,🟡 Orta,0.3276327341425159,🟠 ORTA-YÜKSEK,0
6582.0,NAN,13.0,NAN,,43.5,🟡 Orta,0.43469117768318033,🟠 ORTA-YÜKSEK,0
6583.0,NAN,3.0,NAN,,7.4,🟢 Düşük,0.07413305464656363,🟠 ORTA-YÜKSEK,0
6584.0,NAN,11.0,NAN,,4.3,🟢 Düşük,0.04324974015262434,🟠 ORTA-YÜKSEK,0
6585.0,NAN,12.0,NAN,,46.0,🟡 Orta,0.45998057456326363,🟠 ORTA-YÜKSEK,1
6586.0,NAN,9.0,NAN,,26.8,🟡 Orta,0.2683275767111317,🟠 ORTA-YÜKSEK,1
6587.0,NAN,9.0,NAN,,60.1,🟠 Yüksek,0.6006805489926049,🟠 ORTA-YÜKSEK,1
6588.0,NAN,8.0,NAN,,23.9,🟢 Düşük,0.2387898528108802,🟠 ORTA-YÜKSEK,0
6589.0,NAN,13.0,NAN,,37.8,🟡 Orta,0.3784148586256104,🟠 ORTA-YÜKSEK,1
6590.0,NAN,9.0,NAN,,62.8,🟠 Yüksek,0.6282794279610524,🟠 ORTA-YÜKSEK,1
6591.0,NAN,5.0,NAN,,10.0,🟢 Düşük,0.09974283046153679,🟠 ORTA-YÜKSEK,0
6592.0,NAN,12.0,NAN,,34.3,🟡 Orta,0.3432091731750785,🟠 ORTA-YÜKSEK,0
6593.0,NAN,0.0,NAN,,27.8,🟡 Orta,0.2781494763138947,🟠 ORTA-YÜKSEK,0
6594.0,NAN,0.0,NAN,,26.4,🟡 Orta,0.2635319209187906,🟠 ORTA-YÜKSEK,1
6595.0,NAN,10.0,NAN,,64.1,🟠 Yüksek,0.6408714755949946,🟠 ORTA-YÜKSEK,1
6596.0,NAN,10.0,NAN,,38.7,🟡 Orta,0.38656817925011944,🟠 ORTA-YÜKSEK,1
6597.0,NAN,1.0,NAN,,17.4,🟢 Düşük,0.1741548294146391,🟠 ORTA-YÜKSEK,0
6598.0,NAN,0.0,NAN,,17.0,🟢 Düşük,0.1696112309050131,🟠 ORTA-YÜKSEK,0
6599.0,NAN,0.0,NAN,,30.3,🟡 Orta,0.30314602428795284,🟠 ORTA-YÜKSEK,1
6600.0,NAN,12.0,NAN,,33.6,🟡 Orta,0.3356461152431298,🟠 ORTA-YÜKSEK,1
6601.0,NAN,0.0,NAN,,22.0,🟢 Düşük,0.22022000199791658,🟠 ORTA-YÜKSEK,0
6602.0,NAN,0.0,NAN,,5.1,🟢 Düşük,0.050600338601830844,🟠 ORTA-YÜKSEK,0
6603.0,NAN,12.0,NAN,,27.0,🟡 Orta,0.27043992257441446,🟠 ORTA-YÜKSEK,0
6604.0,NAN,10.0,NAN,,49.6,🟡 Orta,0.49586890894158236,🟠 ORTA-YÜKSEK,1
6605.0,NAN,13.0,NAN,,68.5,🟠 Yüksek,0.6849131580990894,🟠 ORTA-YÜKSEK,1
6606.0,NAN,12.0,NAN,,23.7,🟢 Düşük,0.23696320192569886,🟠 ORTA-YÜKSEK,0
6607.0,NAN,12.0,NAN,,23.4,🟢 Düşük,0.23424385657656102,🟠 ORTA-YÜKSEK,0
6608.0,NAN,10.0,NAN,,52.2,🟠 Yüksek,0.5221193995706952,🟠 ORTA-YÜKSEK,1
6609.0,NAN,11.0,NAN,,35.5,🟡 Orta,0.3547156836937251,🟠 ORTA-YÜKSEK,0
6610.0,NAN,1.0,NAN,,12.7,🟢 Düşük,0.12662522965843948,🟠 ORTA-YÜKSEK,0
6611.0,NAN,3.0,NAN,,14.9,🟢 Düşük,0.1490334706019996,🟠 ORTA-YÜKSEK,1
6612.0,NAN,6.0,NAN,,21.5,🟢 Düşük,0.21520468910198226,🟠 ORTA-YÜKSEK,0
6613.0,NAN,9.0,NAN,,17.3,🟢 Düşük,0.17284147403030808,🟠 ORTA-YÜKSEK,0
6614.0,NAN,13.0,NAN,,31.3,🟡 Orta,0.31282715078531675,🟠 ORTA-YÜKSEK,0
6615.0,NAN,0.0,NAN,,75.1,🔴 Kritik,0.7505592543718387,🟠 ORTA-YÜKSEK,1
6616.0,NAN,10.0,NAN,,53.2,🟠 Yüksek,0.5322340122377197,🟠 ORTA-YÜKSEK,1
6617.0,NAN,6.0,NAN,,25.6,🟡 Orta,0.25576289042639644,🟠 ORTA-YÜKSEK,0
6618.0,NAN,12.0,NAN,,34.6,🟡 Orta,0.34606672385924125,🟠 ORTA-YÜKSEK,0
6619.0,NAN,2.0,NAN,,15.4,🟢 Düşük,0.15350991475486706,🟠 ORTA-YÜKSEK,0
6620.0,NAN,8.0,NAN,,24.0,🟢 Düşük,0.24029657609579474,🟠 ORTA-YÜKSEK,1
6621.0,NAN,10.0,NAN,,40.8,🟡 Orta,0.4075251316309261,🟠 ORTA-YÜKSEK,0
6622.0,NAN,10.0,NAN,,23.9,🟢 Düşük,0.23912573488211789,🟠 ORTA-YÜKSEK,0
6623.0,NAN,12.0,NAN,,38.6,🟡 Orta,0.38594456279900363,🟠 ORTA-YÜKSEK,0
6624.0,NAN,0.0,NAN,,12.6,🟢 Düşük,0.1256089963138654,🟠 ORTA-YÜKSEK,1
6625.0,NAN,0.0,NAN,,13.7,🟢 Düşük,0.13651196939870924,🟠 ORTA-YÜKSEK,0
6626.0,NAN,7.0,NAN,,47.4,🟡 Orta,0.47385806179776696,🟠 ORTA-YÜKSEK,0
6627.0,NAN,8.0,NAN,,67.8,🟠 Yüksek,0.6783642086507338,🟠 ORTA-YÜKSEK,1
6628.0,NAN,10.0,NAN,,25.6,🟡 Orta,0.25556471295358124,🟠 ORTA-YÜKSEK,0
6629.0,NAN,9.0,NAN,,46.4,🟡 Orta,0.4640203318916427,🟠 ORTA-YÜKSEK,0
6630.0,NAN,10.0,NAN,,38.0,🟡 Orta,0.380327332235187,🟠 ORTA-YÜKSEK,1
6631.0,NAN,12.0,NAN,,32.1,🟡 Orta,0.3206724680782069,🟠 ORTA-YÜKSEK,0
6632.0,NAN,8.0,NAN,,2.8,🟢 Düşük,0.02831846545692924,🟠 ORTA-YÜKSEK,0
6633.0,NAN,10.0,NAN,,26.5,🟡 Orta,0.26494850702821277,🟠 ORTA-YÜKSEK,0
6634.0,NAN,9.0,NAN,,61.1,🟠 Yüksek,0.6109863815866144,🟠 ORTA-YÜKSEK,1
6635.0,NAN,8.0,NAN,,28.2,🟡 Orta,0.28154193089680163,🟠 ORTA-YÜKSEK,0
6636.0,NAN,0.0,NAN,,7.4,🟢 Düşük,0.07364962478234376,🟠 ORTA-YÜKSEK,0
6637.0,NAN,12.0,NAN,,48.9,🟡 Orta,0.4893105098035626,🟠 ORTA-YÜKSEK,0
6638.0,NAN,11.0,NAN,,18.9,🟢 Düşük,0.18928697959042354,🟠 ORTA-YÜKSEK,0
6639.0,NAN,8.0,NAN,,22.4,🟢 Düşük,0.22424792396808774,🟠 ORTA-YÜKSEK,0
6640.0,NAN,9.0,NAN,,34.7,🟡 Orta,0.3469781458699495,🟠 ORTA-YÜKSEK,0
6641.0,NAN,0.0,NAN,,7.6,🟢 Düşük,0.07572460911182427,🟠 ORTA-YÜKSEK,0
6642.0,NAN,7.0,NAN,,17.7,🟢 Düşük,0.17670252601315883,🟠 ORTA-YÜKSEK,0
6643.0,NAN,10.0,NAN,,29.6,🟡 Orta,0.29566604798425133,🟠 ORTA-YÜKSEK,1
6644.0,NAN,8.0,NAN,,18.3,🟢 Düşük,0.1827089992504161,🟠 ORTA-YÜKSEK,0
6645.0,NAN,12.0,NAN,,11.0,🟢 Düşük,0.11022577298261294,🟠 ORTA-YÜKSEK,0
6646.0,NAN,11.0,NAN,,21.1,🟢 Düşük,0.21124477189807606,🟠 ORTA-YÜKSEK,0
6647.0,NAN,11.0,NAN,,16.8,🟢 Düşük,0.16842354013427321,🟠 ORTA-YÜKSEK,1
6648.0,NAN,10.0,NAN,,22.3,🟢 Düşük,0.22291200782758377,🟠 ORTA-YÜKSEK,0
6649.0,NAN,10.0,NAN,,4.8,🟢 Düşük,0.04766375048930329,🟠 ORTA-YÜKSEK,0
6650.0,NAN,10.0,NAN,,9.3,🟢 Düşük,0.09345506275168286,🟠 ORTA-YÜKSEK,0
6651.0,NAN,10.0,NAN,,33.3,🟡 Orta,0.33253842954523305,🟠 ORTA-YÜKSEK,1
6652.0,NAN,0.0,NAN,,9.7,🟢 Düşük,0.09699621199671371,🟠 ORTA-YÜKSEK,0
6653.0,NAN,1.0,NAN,,15.3,🟢 Düşük,0.15286905665891679,🟠 ORTA-YÜKSEK,0
6654.0,NAN,0.0,NAN,,44.6,🟡 Orta,0.4464040563321168,🟠 ORTA-YÜKSEK,1
6655.0,NAN,9.0,NAN,,8.6,🟢 Düşük,0.08616860413230025,🟠 ORTA-YÜKSEK,0
6656.0,NAN,14.0,NAN,,58.7,🟠 Yüksek,0.5865604313121404,🟠 ORTA-YÜKSEK,1
6657.0,NAN,10.0,NAN,,3.1,🟢 Düşük,0.03101664163351393,🟠 ORTA-YÜKSEK,0
6658.0,NAN,8.0,NAN,,4.8,🟢 Düşük,0.04785004717701839,🟠 ORTA-YÜKSEK,0
6659.0,NAN,8.0,NAN,,7.8,🟢 Düşük,0.07820533880592236,🟠 ORTA-YÜKSEK,0
6660.0,NAN,0.0,NAN,,14.3,🟢 Düşük,0.14337160384468864,🟠 ORTA-YÜKSEK,0
6661.0,NAN,8.0,NAN,,20.7,🟢 Düşük,0.20725980281655793,🟠 ORTA-YÜKSEK,1
6662.0,NAN,9.0,NAN,,12.4,🟢 Düşük,0.12414472837004033,🟠 ORTA-YÜKSEK,0
6663.0,NAN,1.0,NAN,,55.9,🟠 Yüksek,0.5594291434782183,🟠 ORTA-YÜKSEK,1
6664.0,NAN,10.0,NAN,,9.4,🟢 Düşük,0.09404357969307167,🟠 ORTA-YÜKSEK,0
6665.0,NAN,7.0,NAN,,16.7,🟢 Düşük,0.1668267158298082,🟠 ORTA-YÜKSEK,0
6666.0,NAN,1.0,NAN,,8.5,🟢 Düşük,0.08536330957397346,🟠 ORTA-YÜKSEK,0
6667.0,NAN,8.0,NAN,,17.8,🟢 Düşük,0.17762665148073573,🟠 ORTA-YÜKSEK,0
6668.0,NAN,8.0,NAN,,10.0,🟢 Düşük,0.09991118808621553,🟠 ORTA-YÜKSEK,0
6669.0,NAN,7.0,NAN,,18.1,🟢 Düşük,0.18077952473411318,🟠 ORTA-YÜKSEK,0
6670.0,NAN,4.0,NAN,,19.7,🟢 Düşük,0.19670662838712752,🟠 ORTA-YÜKSEK,0
6671.0,NAN,8.0,NAN,,22.8,🟢 Düşük,0.22847680630548875,🟠 ORTA-YÜKSEK,0
6672.0,NAN,0.0,NAN,,30.4,🟡 Orta,0.3038667450478616,🟠 ORTA-YÜKSEK,1
6673.0,NAN,2.0,NAN,,25.6,🟡 Orta,0.2557838268025835,🟠 ORTA-YÜKSEK,0
6674.0,NAN,0.0,NAN,,27.0,🟡 Orta,0.26980598221211255,🟠 ORTA-YÜKSEK,0
6675.0,NAN,7.0,NAN,,22.4,🟢 Düşük,0.22447524361365384,🟠 ORTA-YÜKSEK,0
6676.0,NAN,8.0,NAN,,29.0,🟡 Orta,0.28968286351356526,🟠 ORTA-YÜKSEK,0
6677.0,NAN,1.0,NAN,,10.5,🟢 Düşük,0.10468078122457795,🟠 ORTA-YÜKSEK,0
6678.0,NAN,7.0,NAN,,15.7,🟢 Düşük,0.15742387158165258,🟠 ORTA-YÜKSEK,0
6679.0,NAN,0.0,NAN,,30.4,🟡 Orta,0.304024426984016,🟠 ORTA-YÜKSEK,1
6680.0,NAN,7.0,NAN,,13.2,🟢 Düşük,0.13202350204815777,🟠 ORTA-YÜKSEK,0
6683.0,NAN,6.0,NAN,,25.5,🟡 Orta,0.2550344732229793,🟠 ORTA-YÜKSEK,0
6684.0,NAN,0.0,NAN,,3.8,🟢 Düşük,0.03765730690828236,🟠 ORTA-YÜKSEK,0
6685.0,NAN,10.0,NAN,,31.8,🟡 Orta,0.31846988339582327,🟠 ORTA-YÜKSEK,1
